User_Id,User_Name,Platform,State,Region,Date,Followers,Likes,Shares,Views,Comments,Content_Id,Revenue_Source,Revenue
ee92qQDIed,Kismat Chaudhuri,Twitter / X,Tamil Nadu,South,05-10-2021,92999,8832,48563,523211,1755,G2CWzdNnwqfZ,Guest Appearance,8687226.47
SlOGJSgjbQ,Kaira Guha,Youtube,Kerala,South,19-08-2020,625358,89088,41353,387320,7847,VcJ2AWijzs00,Patrion,7160760.19
PqBcnlUfIR,Zaina Varma,Youtube,Mizoram,Unknown,07-06-2023,194498,85205,39672,3062071,9137,AqkL3GECbFvO,Patrion,8172006.87
cIiYAZSqfp,Mohanlal Dara,Twitter / X,Madhya Pradesh,Central,22-04-2023,145025,49109,3633,2373502,546,LLYnRYDnI8X3,Consultancy,8473224.61
XnSvPoOQDb,Anaya Sami,Youtube,Telangana,South,22-09-2020,995661,24834,9521,703235,6606,L6oXRiFKrh84,Consultancy,5843214.19
Wbnwl5bIz1,Vanya Dasgupta,Instagram,Telangana,South,14-12-2020,250721,9027,41100,3674303,9444,TiyWiCPDRnZb,Consultancy,2758058.42
5r023YKDcp,Piya Bir,Instagram,Bihar,East,15-05-2022,542317,65221,2874,4154099,4220,FLY2buEYjKIS,Collaboration,9442690.37
UZ5SqcYAM7,Taimur Kapoor,Facebook,Uttar Pradesh,North,17-09-2023,750991,27457,35392,3384682,6398,1MyMD6kj8xVN,Collaboration,53544.15
mIpjRxx5PT,Himmat Ganesh,Snapchat,Goa,West,21-02-2024,463283,40371,9998,1379480,139,vveeDMhYBLKd,Collaboration,4132444.21
GiTKgqP8xG,Jivika Issac,Instagram,Haryana,North,04-03-2022,913673,83977,30579,1247457,3612,o42rV7uTXHRQ,Guest Appearance,927977.1
v33mSQhwuJ,Mehul Chandra,Snapchat,Manipur,Unknown,05-05-2022,803177,70813,12921,1426487,122,O0DSfwmv1fC7,Patrion,2905841.61
Ug8tOEkIGR,Jivin Srivastava,Instagram,Haryana,North,17-06-2024,955489,95396,45531,1250174,3536,qJtM4uAhMhfi,Collaboration,7113358.18
H8gAPR6EGs,Inaaya  Maharaj,Facebook,Sikkim,East,27-07-2021,42862,77260,40721,3663824,9558,8MExzRNqJbzv,Patrion,9449608.67
0fRWT6hcbc,Ela Bhalla,Twitter / X,Maharashtra,West,25-07-2022,84610,12494,34851,2777865,1181,KwQk7sXrolCl,Patrion,9403984.41
7ctRmr31AT,Kismat Sharaf,Twitter / X,Uttarakhand,North,03-10-2024,720974,33480,1719,4924511,3983,nMecxTMHE8HV,Collaboration,9453744.66
NYgpbECnus,Emir Karnik,Youtube,Sikkim,East,28-06-2021,969854,9995,44950,3791693,8167,7MDmz9YV2uQp,Guest Appearance,8500491.74
El3yCyfn9B,Khushi Deep,Twitter / X,Tripura,Unknown,03-09-2020,351588,37941,34256,3289951,6068,M608Nq8fHnnw,Consultancy,849865.89
d4kdxQ3ZMJ,Kiaan Dasgupta,Snapchat,Jharkhand,East,26-03-2023,737143,61176,47126,1160932,9132,v9bxZkblpwWv,Collaboration,3532399.38
RtBI2OaU5f,Samiha Swamy,Snapchat,Uttarakhand,North,25-04-2022,263833,41588,47820,1483879,69,kKaUS5Q1pEES,Consultancy,5628155.56
yFL7cqoCA7,Zaina Golla,Instagram,Mizoram,Unknown,01-08-2023,337529,20568,41998,4082803,3854,YjKqnFVGx5jc,Consultancy,5766131.24
ijXuudWOCQ,Anya Setty,Instagram,Punjab,North,26-07-2021,842668,59336,14689,3874798,5381,u97KIqIRxERG,Guest Appearance,6095095.49
4HNCunb2LB,Kiaan Sidhu,Twitter / X,Punjab,North,07-07-2020,40849,92825,48197,728191,7185,lkibqWPnOASd,Patrion,783477.92
vAQkOj45hJ,Reyansh Buch,Youtube,Tamil Nadu,South,14-04-2024,155504,62244,10531,2452582,3864,fvWofXvNvr59,Consultancy,4886769.17
mcZxlvgcGd,Gokul Desai,Instagram,Madhya Pradesh,Central,09-08-2022,400455,47221,40921,2071523,1384,CFU74uMwKXQq,Sponsorship,1666261.88
2XM9ozjaGO,Damini Chand,Instagram,Haryana,North,24-08-2022,41420,99042,29196,1397717,8643,yAt0SlukEhh6,Collaboration,6226345.4
FRWJE8Fsze,Armaan Banik,Instagram,Goa,West,20-09-2023,749276,93765,5880,2672839,5748,IGovJpI3jcIL,Sponsorship,6708976.61
yc8HSh26Ji,Saksham Thakkar,Instagram,Rajasthan,West,01-12-2020,805667,38045,23657,4159854,4546,6c7tdsaENYgb,Patrion,3177126.91
NlgXc9QnBD,Krish Dutt,Youtube,Kerala,South,20-07-2020,297624,63408,15872,2155956,9077,VnURTULpGnSe,Sponsorship,2687600.14
j9X2k5AZg6,Uthkarsh Saha,Twitter / X,Punjab,North,22-10-2020,78748,70689,21086,3316178,8163,Cu0fRPynwSCM,Guest Appearance,5997626.77
1G8NMkG70S,Vivaan Sarin,Twitter / X,Uttar Pradesh,North,23-08-2021,133578,46986,29830,3559589,7233,8tLCA6FWrko3,Guest Appearance,472486.06
BXHNvpT9oQ,Raunak Borah,Twitter / X,Madhya Pradesh,Central,09-07-2022,405846,72879,46118,2282869,2744,1DyZzuv3WNM8,Collaboration,9870982.71
K6afkQDEWm,Anahita Tiwari,Snapchat,Tripura,Unknown,01-05-2022,647970,67956,48347,3885657,2931,VpXlvSuaAL7l,Consultancy,5774553.08
JotAy838vY,Vivaan Bath,Twitter / X,Nagaland,Unknown,13-04-2022,522048,89866,33998,3491012,9543,Ex4pIC7eNUsB,Consultancy,5902095.48
O6fQDJpNWw,Indrans Divan,Youtube,Assam,East,15-11-2021,88319,8282,18649,1820512,1390,vgXa3ruCqy5Z,Guest Appearance,9480978.09
TJNeYcTino,Uthkarsh Chowdhury,Youtube,Jharkhand,East,19-12-2024,145654,29434,26150,4261184,1263,yKI6NqmnWcJP,Guest Appearance,4729264.75
t3QdTS4afr,Ishaan Raja,Youtube,Goa,West,25-08-2021,887891,61123,38885,3985922,5950,Eo9TSLevvMr1,Collaboration,2156460.82
ZfLw1xag8X,Vidur Savant,Twitter / X,Uttarakhand,North,12-02-2021,32918,13391,25666,4062035,5522,BqbYgKYf27hx,Consultancy,4875465.33
GdC94wShVH,Armaan Johal,Youtube,Rajasthan,West,20-03-2021,178549,29304,15954,4055629,7327,Xkt11rAI0VW3,Consultancy,5543574.35
JSJcEMIaMP,Prerak Dave,Snapchat,Nagaland,Unknown,03-05-2020,103294,26597,5972,822502,1317,81JegoJ8wDsK,Consultancy,3305534.4
NqzHQMBVA7,Saira Hegde,Facebook,Tripura,Unknown,07-07-2020,496205,2443,6331,2615197,505,GZGNBeGJfvWF,Patrion,5711010.88
XC0YrQsl9o,Charvi Bir,Twitter / X,Telangana,South,09-02-2023,846888,51822,7897,4338715,942,evz5PpkLz3Qs,Collaboration,9100560.84
gsYedl0uMM,Alisha Kapur,Facebook,Telangana,South,24-06-2024,514025,26766,533,987770,3253,2Lxz0fcFqQWi,Guest Appearance,8762644.62
YzIF2FK70t,Alia Viswanathan,Twitter / X,Uttar Pradesh,North,11-10-2023,635548,51582,39819,1931701,7129,Byw8ghjZn9ha,Guest Appearance,6791891.71
3DNYuyUT6T,Umang Master,Instagram,Manipur,Unknown,27-01-2021,197390,55525,16170,3400478,6576,WCQum0mwaoUJ,Consultancy,5778312.14
E0SRppWqKg,Himmat Bora,Youtube,Odisha,East,23-07-2023,300727,61879,32466,573657,9640,IGKSXKjrvvbt,Patrion,2073602.38
jxAKO58kH4,Anahita Basak,Twitter / X,Tripura,Unknown,24-02-2020,287892,33020,12966,1162221,2689,FUcoVB94qVEs,Patrion,1643395
EiDjIZyE4K,Charvi Gour,Facebook,Haryana,North,03-04-2021,75043,30543,48256,1144890,4831,aU5SlhcUFBy9,Guest Appearance,1173620.09
x0kZCH3W1j,Renee Krishnamurthy,Twitter / X,Madhya Pradesh,Central,27-11-2024,33965,341,27772,3535996,7209,cFvq9NUncMsi,Guest Appearance,7386770.29
LmvZ01xlHy,Hunar Swaminathan,Snapchat,Rajasthan,West,17-11-2020,909428,49905,17497,2198557,493,HMIdD1wkvDR2,Guest Appearance,3991807.04
oyqHe7cHTi,Tiya Guha,Instagram,West Bengal,East,17-06-2023,970007,88663,20468,4948839,4178,0DJnCTFIrOuj,Collaboration,2555438.98
nobtySQSsI,Priyansh Randhawa,Snapchat,Manipur,Unknown,02-10-2024,249079,68785,23278,1519888,6995,SaOcNfPuNCt3,Sponsorship,315918.98
tXTePEsIyE,Armaan Dara,Twitter / X,Chhattisgarh,Central,18-04-2024,30777,81174,33437,1949843,5808,d2EtPIFvY3uw,Sponsorship,156313.3
O8p76ao40R,Tiya Raj,Facebook,Kerala,South,09-06-2020,895223,52102,36771,3332626,8395,aOpnm8RpauY3,Guest Appearance,4734930.07
bkXOd0nnOx,Anay Chatterjee,Facebook,Bihar,East,20-03-2022,479015,99338,14052,2928633,4969,mO5PUrD0Y4Uu,Consultancy,1710425.66
AvZcs9mSxK,Nishith Sachdeva,Facebook,Jharkhand,East,02-05-2022,532221,16964,25640,3837710,8783,76mcPJtwGBSf,Patrion,1310158.48
sDAqCPj0ga,Advika Sandal,Facebook,West Bengal,East,02-10-2021,691344,63626,3651,3467981,2785,5RS46FEgXfh9,Patrion,3258028.07
emRk1b4aB8,Mannat Tiwari,Facebook,Haryana,North,13-06-2022,157286,88662,31392,4489440,4411,GQ33mZrEDZLf,Consultancy,8918387.71
pfBj2Kvkz5,Tara Randhawa,Snapchat,Assam,East,10-04-2021,408032,46590,2586,415615,4628,bmj3X1z9Xzus,Guest Appearance,2191614.32
RRqyhfuA6l,Mannat Vaidya,Snapchat,Jharkhand,East,13-02-2022,759492,52177,23322,4960690,561,SShgnVt07wOy,Guest Appearance,2534250.48
VKHACo34rH,Bhamini Uppal,Youtube,West Bengal,East,21-04-2021,677760,3273,18473,1439822,5870,hd7auPGfYQiI,Patrion,9958321.84
qca4wzGDj8,Advik Rau,Facebook,West Bengal,East,04-04-2023,291022,89932,11684,2526377,5692,KmabVjxH1q6O,Consultancy,4063732.26
iM3Zw1irol,Yasmin Sridhar,Twitter / X,Uttarakhand,North,26-05-2022,270919,88426,36540,2508741,4724,IOiVXKcGF3iC,Collaboration,3231766.87
BYfZUwJGX3,Indrans Mahal,Facebook,Goa,West,17-08-2020,131724,69530,42394,107772,4865,gUapL4dkMWl6,Consultancy,4232072.29
B8HhgsUIZY,Divij Master,Youtube,Tripura,Unknown,12-10-2021,767107,71908,31344,4000138,3743,wdmAtSx29Zqr,Patrion,5869175.76
eqaFk2kwPP,Rhea Kapadia,Snapchat,Rajasthan,West,25-07-2023,550954,36922,26882,3692682,4922,icv84Tj6OH0H,Guest Appearance,4461934.39
oeuPu4ljF1,Alisha Hari,Facebook,Uttarakhand,North,26-09-2020,613129,77159,41726,1765706,9290,sOc5WgBYi3wS,Sponsorship,8487891.98
ymcxlRftnK,Khushi Chacko,Twitter / X,Odisha,East,09-04-2023,693753,44363,9802,2908412,3992,xiTbupvKwdYo,Collaboration,343198.39
bb9edPxLuO,Vanya Tripathi,Facebook,Sikkim,East,02-02-2024,136592,9984,31468,3348452,6014,YH20u75LtjJS,Patrion,3331303.32
o60PXTNu4C,Piya Chad,Facebook,Uttarakhand,North,10-06-2024,518839,88474,25038,3700882,6183,31bmFFwC2mH9,Patrion,6669667.88
skYmnTMCLF,Miraan Lal,Youtube,Haryana,North,01-09-2024,506068,39835,5049,3180122,7507,wX92xixwxlsL,Collaboration,2486730.11
a6W80UPrYT,Zara Jayaraman,Facebook,Jharkhand,East,17-04-2020,374523,29831,42773,2524157,3465,6L8rcUV9E4oV,Consultancy,7677747.41
j0YKfsGDHX,Jivika Bhargava,Youtube,Karnataka,South,27-02-2020,805530,92515,26810,2086521,6039,GuJopJBDl1x2,Guest Appearance,8845516.19
yg9IGBeFPR,Khushi Batta,Snapchat,Assam,East,13-12-2022,673536,4629,39013,1129338,6060,k9Qae9baetbi,Patrion,1697355.71
DqWRyqs3vt,Vihaan Dyal,Facebook,Arunachal Pradesh,East,19-11-2022,548636,87551,43917,3526950,6204,msy37sPdhlVa,Collaboration,7468847.58
k0i91yybiU,Kismat Sachar,Instagram,Telangana,South,26-12-2024,682103,2538,18629,439430,2916,isKPHAYnyvnF,Sponsorship,2234158.91
XdEPyzBdjw,Myra Sarna,Snapchat,Punjab,North,26-11-2023,720945,26978,42200,408653,9956,26tYUwb4Yt7Y,Sponsorship,6048375.51
GZwl3daomL,Reyansh Thakur,Facebook,Bihar,East,26-02-2020,484099,68770,18460,3016157,3770,Hnoj83KTTuWa,Patrion,7134413.04
7gerbdUZDm,Manikya Jha,Twitter / X,Uttar Pradesh,North,26-06-2023,781904,85891,4894,383288,2334,oEfKNKfRBFIA,Collaboration,1811916.69
88fjdIwiCL,Ela Dasgupta,Snapchat,Sikkim,East,27-08-2024,83262,54196,46240,2162618,2579,gJ11Z0mpcy1b,Collaboration,6809970.27
tfeShvH73i,Nirvi Behl,Facebook,Jharkhand,East,21-03-2020,455498,11895,11534,4298052,9482,PQLxfg5hreRa,Patrion,4565107.46
WhGqdH4zLU,Shray Tank,Instagram,Goa,West,05-08-2020,918603,5240,11532,4061243,7374,h5WG1gK7SCot,Collaboration,5374282.04
t8JIbae1Uq,Veer Balan,Youtube,Tripura,Unknown,02-04-2023,339285,62689,34879,2972624,7062,TUZHQNDxlorP,Consultancy,5493988.15
Pe7rA6Eftp,Himmat Atwal,Snapchat,Sikkim,East,14-04-2020,103139,45432,10921,2604145,7696,I6zN9cMIazvh,Patrion,4825393.43
z94n6EP23m,Shalv Datta,Facebook,Kerala,South,08-02-2021,589165,1875,43133,295942,2287,Ti45QoXw9saX,Consultancy,7492656.46
Lwr6jsBPhB,Anahi Seth,Youtube,Bihar,East,08-05-2024,370478,50765,25657,1177436,2918,E2b0MHRB2Djq,Guest Appearance,3529763.99
LW9gvpT61V,Kaira Vasa,Instagram,Manipur,Unknown,04-04-2022,885326,92380,49714,4709759,6738,cU2Td8rQIzHf,Collaboration,8096737.02
1HHLjtnAAJ,Hrishita Walia,Twitter / X,Jharkhand,East,12-04-2023,817728,83214,45548,3244333,8665,Ub2YD5UA3d7k,Consultancy,9129402.4
4iod7L3CKQ,Ojas Bandi,Youtube,Jharkhand,East,18-06-2020,277290,98444,20087,2718371,4141,OMgawbyqVldI,Guest Appearance,46165.55
xRZNtft4an,Ranbir Koshy,Youtube,Karnataka,South,25-11-2024,930056,96757,8003,1050331,9189,66EZvnHE9MM2,Patrion,893475.43
GYNzrcuhC2,Mamooty Gole,Instagram,Uttar Pradesh,North,02-08-2024,794895,28739,6082,2574156,4582,hY899NXjJaf2,Sponsorship,8851429.61
9gp9O4frmb,Rati Goda,Youtube,Mizoram,Unknown,24-09-2023,19880,4744,33098,3119866,5802,BRi4Nw7AQ36P,Collaboration,2769027.53
h6oKO5P5q7,Tushar Bassi,Facebook,Sikkim,East,07-02-2022,646858,29416,9329,4357608,890,I3jvj4RUPI7F,Guest Appearance,1668769.66
yCE8nnX4EZ,Drishya Bose,Youtube,Andhra Pradesh,South,15-03-2023,558255,83930,4679,4670839,4182,o7yegToZXeCv,Consultancy,3033561.35
7wCkm8Ljpb,Amani Kumar,Instagram,Odisha,East,16-01-2020,860459,78141,20966,1313810,8947,FVrt8zP6Pq12,Patrion,427819.73
gSpv1RbX6X,Ehsaan Khatri,Youtube,Assam,East,16-03-2022,977865,38513,35945,478334,9718,tsTw1ZABeSyY,Collaboration,1171979.94
6uZtfm4q8w,Jhanvi Korpal,Twitter / X,Jharkhand,East,23-01-2022,372465,55395,37353,3455006,4379,Y0vqV7g1Efm5,Consultancy,3472937.29
gSBTE4u1p5,Jayesh Mahajan,Youtube,Karnataka,South,13-05-2020,121644,13141,33017,2917109,5730,NCXHG99CufDa,Sponsorship,7309714.24
TwydJhzO2v,Samaira Bansal,Facebook,Arunachal Pradesh,East,09-02-2023,74947,95953,24769,2220141,5601,Zpu7fEPfmFMq,Consultancy,4251821.33
QbSR8lah2X,Seher Sarna,Facebook,Haryana,North,06-08-2023,214627,44839,42745,3209185,1547,T1uNiLYPcUER,Patrion,7746639.16
y3EeCzAwdH,Dhruv Kanda,Instagram,Manipur,Unknown,13-04-2021,110448,56180,42785,2329608,5130,IVvLV1zlbwoh,Collaboration,808212.67
drrUMhDr1a,Yuvaan Wali,Facebook,Odisha,East,28-03-2020,757286,51962,12135,3619026,5439,8x3aax9sGYcn,Sponsorship,3720795.2
ICbLMrg8dl,Aaryahi Bansal,Youtube,Madhya Pradesh,Central,03-09-2020,136083,43032,13036,2446004,6876,LI6aQmZgpAGU,Guest Appearance,4532762.09
9gAVmtDgjg,Nirvi Rajan,Facebook,Uttarakhand,North,05-11-2024,350047,42416,24601,4234367,9320,3UWoHN8ZBkpN,Patrion,2783650.6
kq09EFQUYg,Ranbir Golla,Twitter / X,West Bengal,East,21-05-2020,983837,77669,15466,2870889,771,bHLkEIdmgoz4,Sponsorship,5035423.75
loVuaHrM7t,Ranbir Ratti,Twitter / X,Haryana,North,09-02-2024,822653,49323,28191,1748590,3880,h4cneQBTQx7V,Consultancy,5344853.79
9EvEhcfUoO,Manjari Dubey,Facebook,Haryana,North,21-02-2022,670179,64721,19916,3689889,9768,4O0Ig8VCEYcz,Patrion,1409356.21
RtVFJAYojn,Khushi Upadhyay,Twitter / X,Uttar Pradesh,North,12-06-2022,190229,22374,35198,3489472,361,nHvLBqM3lPHr,Sponsorship,8621468.65
FyxfrRo4K6,Mohanlal Deep,Youtube,Madhya Pradesh,Central,25-09-2022,858962,90748,44184,2667461,2621,VqGL8QZWFmV1,Guest Appearance,1153878.26
RcEx3i4UDN,Misha Sule,Youtube,West Bengal,East,08-11-2023,850115,9171,32910,3845900,7008,IQU9ePF53BpW,Sponsorship,2837923.52
rsqATtvBnv,Faiyaz Raval,Snapchat,Mizoram,Unknown,15-06-2024,327039,19037,31584,3061644,5748,djjqvGqXzXT0,Sponsorship,1928161.63
XjE244tuKR,Alia Hans,Snapchat,Chhattisgarh,Central,14-01-2022,508139,38874,19116,671397,8757,EzsVCi22JAJG,Collaboration,5629040.96
a8EAJOCYkM,Jayan Anand,Instagram,Assam,East,03-11-2024,803065,79481,44133,1474224,4406,l0bV0ZluRnkT,Consultancy,6631747.65
nR906ksmaH,Prerak Atwal,Twitter / X,Tamil Nadu,South,02-05-2021,796766,64641,8832,2305269,4350,iHLqED0tKiOJ,Consultancy,2495550.99
09oRiVoWP9,Purab Bhatt,Instagram,Mizoram,Unknown,20-03-2022,544174,68484,2505,1955716,9028,05b4yHwqPqpP,Sponsorship,6795255.73
Uky1S4btce,Alia Tak,Snapchat,Kerala,South,09-12-2022,450523,96829,2722,3843779,6718,HLKe59PqJX32,Consultancy,5873648.9
h8ZkfP94Am,Azad Hora,Facebook,Odisha,East,14-05-2023,213799,90645,43686,426933,1762,pdRt5uzvggZI,Collaboration,3654595.28
65nQWQN8SD,Nirvi Sachar,Facebook,Jharkhand,East,05-03-2024,616346,88032,19434,3184431,9273,lfTwaaLmJnSM,Guest Appearance,1662643.57
e7N4yGQTGN,Miraya Boase,Snapchat,Punjab,North,23-05-2024,835593,75219,44071,1049512,6235,PMADXvEd3uXv,Sponsorship,5876153.93
eS2EvNrvTa,Yuvaan Bedi,Youtube,Kerala,South,20-09-2020,584955,86963,48394,2898741,9716,lICd6vwe0bXh,Consultancy,9852264.3
n4tUFMq34x,Rohan Vasa,Twitter / X,Karnataka,South,09-03-2022,202229,91410,17232,1121589,5737,NhGiF9rX4H3B,Sponsorship,1176741.12
zBXrGNPTLj,Mehul Saha,Snapchat,Meghalaya,Unknown,03-11-2021,328127,42932,45865,4276467,1744,pul3uoIY8W4G,Sponsorship,9419251.6
tATKhskqQB,Yuvraj  Chandran,Facebook,Kerala,South,20-06-2020,978423,46969,8521,35370,3444,4hsB1aO5p1gV,Sponsorship,1916710.71
b1XOmnn1Qi,Renee Sheth,Instagram,Arunachal Pradesh,East,04-09-2024,200976,89846,2248,3966190,3954,iPZOzdrEyvn6,Collaboration,2426072.82
pMdmRxDKxH,Ira Agrawal,Facebook,Tamil Nadu,South,27-11-2022,919068,23633,46104,4475041,6011,WLyS956aXnuG,Sponsorship,1141260.8
lNGoYAl8Kh,Ivan Gade,Instagram,Madhya Pradesh,Central,14-06-2022,857192,61562,21089,1190459,2907,s8C46pMRvL0f,Collaboration,2147367.21
a4Q7OYXdoP,Mahika Dara,Snapchat,Nagaland,Unknown,08-10-2022,327784,6882,34836,729162,1581,MsdtmUJ0uF7n,Guest Appearance,6133780.62
Lnsp6auoAJ,Zain Hayer,Facebook,Kerala,South,08-07-2021,224247,6465,40269,861687,1879,63ETY5NDL3Eo,Consultancy,225744.15
7bINFuZTzm,Samaira Deshmukh,Instagram,Tamil Nadu,South,13-12-2023,513282,31242,26277,4578867,1059,WZfImhhv2Sbs,Sponsorship,9003840.71
HB7nwQBz19,Sana Som,Twitter / X,Uttarakhand,North,26-08-2024,959624,22900,25711,4278186,4784,Xa2rR5lVILy8,Patrion,509965
wyOB5dCYtu,Alisha Maharaj,Twitter / X,Gujarat,West,24-10-2021,427192,50233,21134,589905,157,avJcGz1l1BUv,Sponsorship,2506547.07
2FyYDD49x1,Mamooty Batra,Instagram,Madhya Pradesh,Central,15-09-2022,419212,74468,20248,4198758,1989,bRebwMhEmVMn,Patrion,1482284.1
VqZoYExjOZ,Vidur Dhaliwal,Instagram,Telangana,South,18-10-2020,262874,33972,1332,2254407,8119,5JzD1sbItNLx,Sponsorship,9232340.46
1i07wDd45z,Dishani Bandi,Instagram,Manipur,Unknown,07-06-2023,851422,978,48142,1517460,8976,HYmdn2hiXaNT,Patrion,4779067.61
3VxA0RX1LU,Onkar Bhasin,Twitter / X,Madhya Pradesh,Central,09-06-2021,838473,81570,6859,3042992,7386,DnaLvAQO7hMs,Patrion,309356.29
0yrmD3NCiX,Dhanush Garg,Facebook,Himachal Pradesh,North,16-05-2021,693950,84426,47434,2194202,8106,zG1BJnh4sQ5X,Guest Appearance,2003977.6
0WBwMoTuTq,Hrishita Venkatesh,Facebook,Rajasthan,West,18-12-2021,101738,83651,36266,2970564,4250,rCo17xPpl8PG,Patrion,3977637.73
owW9NIrhCC,Shlok Kashyap,Snapchat,Telangana,South,05-04-2021,718753,30526,32540,4359297,710,XdQsp9cD8PlB,Patrion,6523100.34
dk0oFMRLNK,Yuvaan Desai,Facebook,Rajasthan,West,27-02-2020,911728,81021,2631,2490142,2246,2ZbU92g1ERtz,Consultancy,5665808.39
pXPm0m1Eg5,Anvi Aurora,Twitter / X,Punjab,North,18-06-2021,724314,67967,7419,1968985,8737,8dEwMNbAu9rY,Consultancy,9419449.47
FdRmyXhgVQ,Raunak Amble,Twitter / X,Bihar,East,19-05-2024,219026,31902,28594,2655548,9594,ZUR4new64GWU,Consultancy,6778850.49
dW0XpZgyVD,Piya Reddy,Snapchat,Kerala,South,16-04-2021,330442,21934,45766,960086,8278,m2Lil7FZ4pPz,Patrion,3053205.94
ea6UWfU0tm,Kartik Deol,Youtube,Tripura,Unknown,25-10-2021,375332,10011,12838,520790,5908,ibcTNgAqiPWK,Consultancy,2074390.18
Z84Gkk0W3l,Yashvi Dube,Facebook,Kerala,South,26-08-2021,202598,41663,22135,3325387,7586,z11Eg442jbYB,Collaboration,3410322.98
8k3fHQ2lR5,Bhavin Sachdev,Snapchat,Bihar,East,05-02-2023,332442,90114,3561,2915489,9626,7Q5cLx1De9Op,Consultancy,3247632.75
rgUhJnV79l,Priyansh Dugar,Snapchat,Kerala,South,18-02-2021,882977,37155,5793,4427865,26,uGgmbDCPecv2,Sponsorship,1952041.79
EqaLku3pqM,Parinaaz Chokshi,Twitter / X,Tripura,Unknown,21-12-2021,501130,7156,29983,4281443,5650,k5dSnR58kI5w,Sponsorship,6004148.25
XPaFI2QytT,Sumer Shankar,Snapchat,Kerala,South,19-09-2023,248451,52479,28074,1234879,9551,BGGhLtaZIL2I,Consultancy,4356607.97
J5MYKORoN1,Aradhya Dash,Instagram,Meghalaya,Unknown,21-10-2021,290294,56793,24377,4221936,5750,RraOc7nA8hjP,Guest Appearance,7213555.29
QhEbVcp4zu,Kiaan Shah,Snapchat,Sikkim,East,26-04-2021,702263,71656,22042,3421668,923,zNwSJT3JTfPH,Sponsorship,7195088.26
2XjxhOrVXs,Anahi Shroff,Snapchat,Uttarakhand,North,13-06-2020,511357,4751,47151,3732741,4890,Ow2WFijCf06v,Collaboration,6905504.04
S9YBHO0MJR,Zoya Tailor,Instagram,West Bengal,East,12-04-2021,672447,40368,39783,4166235,805,zZkctyF21lmy,Guest Appearance,5894025.15
TdcIqUCXk0,Renee Wadhwa,Snapchat,Meghalaya,Unknown,08-12-2022,455126,99132,38547,2868444,4818,CZD34YrKbUeW,Consultancy,1991465.98
V6isEbSFRM,Ishita Bhagat,Youtube,Uttar Pradesh,North,06-03-2022,517068,2679,42462,843069,5673,D5A6vVfbJoX7,Collaboration,7850169.99
EaWd8hTP5p,Romil Tara,Facebook,Himachal Pradesh,North,03-02-2023,28454,35298,20153,1840727,1964,eiWcBe81qz9G,Consultancy,9640864.62
oLHjm58lbx,Ritvik Walla,Facebook,Himachal Pradesh,North,01-04-2022,567039,5221,19046,3797211,7841,YNi2STxrCwZ0,Guest Appearance,5648622.24
hr0DW67RLP,Veer Dada,Twitter / X,Goa,West,06-11-2021,686908,61161,34960,997675,8458,6p9hMcANw2wu,Sponsorship,430166.25
oVdSP9EWSr,Hrishita Sastry,Instagram,Tripura,Unknown,17-02-2021,443486,44043,9523,2259025,3740,O2XtPeaLqLOq,Sponsorship,1024715.16
HZd1xvuJ5h,Nitya Goel,Twitter / X,Mizoram,Unknown,19-12-2022,971553,36835,27485,1100213,8951,pLc2p4BAnv8N,Collaboration,7999651.28
siAXMJuUh4,Rania Chaudhry,Twitter / X,Uttar Pradesh,North,27-06-2022,313023,28134,1464,4716754,190,yiM4IBJVY7Av,Sponsorship,3030454.86
hJiQ8gMJJZ,Rania Bains,Snapchat,Andhra Pradesh,South,14-12-2023,589544,55888,6173,1642990,1101,i1WFzolIw5yq,Collaboration,7212365.59
7bC9jpsATS,Nayantara Basu,Facebook,Maharashtra,West,19-02-2021,433808,70371,32324,1149577,8193,KekRsa6AiLQ2,Collaboration,3495282.09
fmDklraeab,Aarush Shanker,Instagram,Nagaland,Unknown,08-06-2023,724518,82068,3556,4079978,9133,FDgg5iDmCpum,Sponsorship,8842050.66
iGVbjB8iu7,Amani Hari,Facebook,West Bengal,East,01-06-2023,781561,74119,8116,261500,3272,yHHIltvxFk6d,Consultancy,462924.89
06k0iSirby,Anahita Ratta,Youtube,Sikkim,East,22-11-2024,793011,4421,32081,3160011,6478,sBOjpQPi9Vi8,Consultancy,6420662.44
vHXnXZkVRR,Tanya Chahal,Snapchat,Goa,West,19-10-2022,103357,1970,39114,3764939,1661,TIMxPWSLeo2M,Collaboration,3662101.91
1n6893kJr7,Keya Sangha,Facebook,Himachal Pradesh,North,14-03-2022,960322,13780,47159,2308911,7362,6Bknz3uAeVFG,Consultancy,7303399.57
M6754zPnRF,Seher Dube,Twitter / X,Odisha,East,12-10-2022,815969,51395,17745,3900221,1936,FBtscsbW8P35,Sponsorship,9259522.97
59lGLBqSXJ,Suhana Bassi,Youtube,Andhra Pradesh,South,15-11-2024,619323,76420,48598,2805640,8454,XS52PGJePl9o,Consultancy,1648369.84
e3LvpQzEs9,Umang Jayaraman,Youtube,Bihar,East,09-04-2022,176024,83990,30313,3337637,9372,qedMO9dRonZF,Sponsorship,696002.02
V3W9S8TJvo,Vritika Dalal,Twitter / X,Rajasthan,West,01-04-2022,204025,74573,10740,4399832,5783,YYktBW4oGvoh,Patrion,54097.73
